ULTIMA_FECHA;T_CONFIRMADOS;T_MUERTES;MUERTES_MASC;MUERTES_FEM;%MUERTESXSEXOMASC;%MUERTESXSEXOFEM;PROM_EDAD_MUERTES;RECUPERADOS;RECUPERADOS_DEFINITIVOS;RECUPERADOS_TRANSITORIOS;ACTIVOS
16/05/2020 23:28;7805;362;217;146;0,599447514;0,403314917;74;2534;-;-;4909
